NOMBRE_COMPANIA|COMISION_COMPANIA|IDENTIFICACION_EMPLEADO|TELEFONO_EMPLEADO|NOMBRE_EMPLEADO|NUMERO_CUENTA|NUMERO_TARJETA|OPERADOR_TARJETA|VENCIMIENTO_TARJETA|SALDO_CUENTA|MONEDA|COTIZACION_USD
Prime Dynamics|9.83|644-61-1418|(862)390-6172x5909|Mark Roberts|a8e924a1-8706-4b3e-bcca-86557022cb36|6011995998883412|American Express|12/27|84146.81|Yen|0.007
GlobalCorp|15.07|103-44-8083|(376)669-3156|Alyssa Pierce|d0284173-959c-4edc-b23e-3a128d7797fd|2245348851741508|Visa|12/25|92882.94|Euro|1.1
BluePeak Systems|1.08|617-51-0587|(476)279-9022x6216|Christina Luna|b7f2d005-ef8e-40d2-af2e-911e487392ee|2276454870058197|Visa|09/25|64625.48|Dolar|1
NextGen Ventures|13.56|667-05-2066|+1-243-414-5371x1315|Donald May|56c1439d-bce7-4fd6-8371-86d864401ff8|5325070015405319|Discover|04/28|1475.21|Pesos Argentinos|0.0028
BluePeak Systems|10.9|446-44-2052|693-091-4015|Charles Valdez|409c6335-ca7d-4ea3-8a48-b48207384945|3529657764075043|UnionPay|10/28|97817.4|Dolar Canadiense|0.75
Apex Solutions|5.56|438-14-8993|1758548686|Robert Richard|eaeb82d0-44d7-4c9b-ad9c-ef0467814036|3577139706545236|UnionPay|04/27|66529.96|Dolar|1
Skyline Ltd|18.57|733-42-2640|4906865045|Joseph Hernandez DVM|ebfc08ec-40e7-4edf-8369-8dd981a2763a|4780939559723|UnionPay|03/27|16385.91|Yen|0.007
NextGen Ventures|12.45|791-80-6131|001-205-548-2233|Kyle Huynh|ec80f5f6-3c74-4809-b84f-3f56a57401af|4711586919993|Visa|02/27|10162.3|Dolar Canadiense|0.75
TechNova|15.7|059-84-8795|912-603-9889x718|Adam Mcbride|08272a67-2cda-4f84-8e48-bb2eeba6d57f|30443896976921|Mastercard|06/29|79061.41|Euro|1.1
GlobalCorp|9.29|220-13-1935|456.486.7209x28573|Jerry Bell|75c8ec2f-6b36-4421-b11a-43e38559d891|340716387628746|UnionPay|09/25|67421.72|Dolar|1
Skyline Ltd|14.49|042-58-7199|001-644-226-1839x00827|Eric Warren|ef121fae-adfa-4b31-b0dd-219a46a1a7d9|30227118496648|Mastercard|07/26|44659.7|Libra|1.3
NextGen Ventures|13.21|077-96-9743|001-347-022-1874|Matthew Mann DDS|6e1b72bb-84f8-4890-a28e-98bf14eb5682|630432218208|UnionPay|10/27|83396.45|Pesos Argentinos|0.0028
GreenWave Inc.|14.05|698-82-3260|160-651-5769x151|Matthew Torres|ab9adbc0-d8aa-4401-b05b-2959e5b4555e|30405916996858|Discover|02/29|73536.3|Libra|1.3
NextGen Ventures|1.41|886-78-5041|(938)632-7634|Ricky Lopez|b2ab8948-5bc5-48ce-a1ed-4c921558bcc1|502081853967|Mastercard|09/26|15310.7|Dolar Canadiense|0.75
Prime Dynamics|8.33|677-71-7951|(405)349-3818x68413|Angelica Thompson|79c4505e-f621-47a6-9416-a7deb05d22c3|2718672020637141|UnionPay|01/28|34730.35|Real|0.19
NextGen Ventures|13.08|047-81-1730|001-313-542-7901x22609|Carla Santos|71e916cb-bc25-45f5-b564-82474b56a6a5|38274379123604|Discover|08/29|59926.26|Dolar Canadiense|0.75
NextGen Ventures|6.26|287-84-2527|343.612.2429|Kim Hines|562d7dcb-6970-47ab-a03b-51169923a818|4874945861593|UnionPay|02/28|8798.5|Pesos Argentinos|0.0028
EcoSolutions|14.06|239-98-2499|897-895-9122|Robin Greer|b46de308-47a8-48c4-a98a-b8d9e857a1e7|2245281954550213|Mastercard|10/28|86052.58|Dolar|1
NextGen Ventures|10.68|008-04-4179|001-512-069-7293|Katelyn Brooks|87c0aa18-a3f6-4427-a39a-7010b90e0c91|4403282109430|Discover|10/29|60098.66|Euro|1.1
Skyline Ltd|2.92|812-33-4283|565-944-8965x60210|Eric Young|491d7fb5-5021-49c9-9967-3b3c58810836|4061932949545430489|Discover|04/25|52451.09|Yen|0.007
GreenWave Inc.|15.86|873-10-4476|001-138-491-2575|Michael Roman|a9a5393e-1c5a-4383-9257-dc5dbfa332cb|2387219504127346|Discover|12/26|10274.22|Dolar Canadiense|0.75
BluePeak Systems|1.75|034-59-4440|168.587.2671|Laura Horne|1a6dc60b-f188-4516-a9fb-3263b5257bff|4769653247172975|Mastercard|01/25|16745.95|Pesos Argentinos|0.0028
GreenWave Inc.|3.27|674-75-5139|052.292.0185x42400|Caitlin Decker|b16f8e6d-a491-46be-92af-ab97042a45ab|30400174063541|Discover|06/25|21109.95|Libra|1.3
Prime Dynamics|10.79|717-60-2641|001-237-251-7526x5373|Angela Williams|77e9a61f-967a-4db1-9bee-36147900c3bc|4773284889290|American Express|06/26|57485.17|Dolar Canadiense|0.75
Prime Dynamics|16.95|775-78-3911|405-832-0229x0485|Robert Walls|bac90a7b-440e-46f1-a474-e89a877868b2|6537542057920381|Discover|02/29|53029.76|Dolar Canadiense|0.75
Visionary Labs|13.41|100-70-2637|(751)119-8472x1490|Lisa Burch|e8a1dcf0-d4b2-4b47-b57b-ad193f30a974|3504151259366918|Discover|11/25|30340.28|Dolar Canadiense|0.75
Apex Solutions|2.8|797-93-1496|2264726243|Antonio Nash|32c44b5e-9e16-4f53-8ad1-a1d7f2ef67f4|346071135966095|UnionPay|04/26|67120.9|Dolar|1
BluePeak Systems|17.28|167-59-6562|194-494-5264|Donna English|4f6c792b-a75a-40c1-a9e9-f23f9cf0701e|4391568532131773|American Express|02/26|79001.63|Pesos Argentinos|0.0028
Prime Dynamics|17.14|496-30-5160|+1-298-874-0687x6413|James Thomas|39635436-84e9-4558-9f5b-1033fc7ece5b|4290715135217960|UnionPay|04/25|45569.07|Dolar Canadiense|0.75
Visionary Labs|16.14|721-69-5929|(269)186-4151|Jonathan Macias|37f9a291-31c9-4bd1-b270-018fea0e86f0|4160763648206424|American Express|06/27|23347.7|Pesos Argentinos|0.0028
BluePeak Systems|16.21|342-76-6898|001-875-879-5252x61340|Carol Miranda|d693b8ab-c2a5-4bb4-97ed-a049127ac6be|4382965134194830|UnionPay|07/26|99898.63|Dolar|1
GreenWave Inc.|2.13|703-02-0637|642.492.6535|Debra Rivera|b8da9385-b5ab-40cd-aafd-7b02ed9da754|6011639274883536|Discover|02/27|84714.35|Libra|1.3
GreenWave Inc.|17.53|229-44-7521|+1-599-604-5781x648|Dr. Gregory Harrell|ea39abfd-9e75-4db4-8af5-bbd669f39b4b|3549105468373369|Mastercard|06/29|28684.85|Dolar|1
Skyline Ltd|19.8|261-64-6374|816.340.4665|James Flores|5c5a44af-07c6-4916-b8f6-7cd55f438161|375732908764413|Mastercard|09/25|95281.86|Real|0.19
NextGen Ventures|14.73|211-75-4275|580-400-8563x722|Joseph Avery|b53ef337-ba2a-4c10-90ac-aa8bc4e250d8|2228067650516397|UnionPay|05/27|59174.29|Real|0.19
Visionary Labs|13.88|281-58-7311|001-070-492-7434x200|Sean Beck|306e0178-a7d0-4930-981b-cd6efac7561e|3509790515830996|Discover|12/27|24626.29|Libra|1.3
Skyline Ltd|4.93|302-84-1534|001-833-905-0414x51909|Sarah Gutierrez|0a8ef20c-7bb2-4942-85f6-6997dc60a20b|213127348367891|American Express|01/26|17457.73|Dolar|1
EcoSolutions|2.31|496-82-1934|001-668-986-1341|Mitchell Welch|2545fd8c-559b-4d65-ad6c-96770e78aa66|4489287869094|Mastercard|10/26|20960.91|Yen|0.007
Apex Solutions|17.36|463-92-3833|+1-234-674-7249x60592|Rodney Saunders|2b7cdee4-7509-4521-9aad-b4979d7ae1c9|2289672932707437|American Express|10/27|96439.78|Libra|1.3
BluePeak Systems|8.53|101-92-0355|+1-033-109-0340x41628|Kevin Leach|4bc16006-3e0c-4fe8-88b0-0f39d64bb8d8|4520256853287|UnionPay|05/26|7951.41|Dolar|1
NextGen Ventures|1.05|010-49-6875|323.638.7956|Donald Harmon|9cb624d2-79b5-4f10-b8b9-b5a75d2c5fc8|3517972033345430|American Express|03/25|3010.38|Dolar|1
GreenWave Inc.|9.77|728-89-6900|293.049.3151x6794|Phillip Nguyen|e90b9299-89b0-4a7b-bd1f-bcabccd203e2|180075128375528|Mastercard|07/27|79431.74|Euro|1.1
EcoSolutions|3.24|385-17-2024|862.560.7792|Samantha Larson|a44cebba-a684-4419-a73c-6ea8e575fbb3|340278572893932|Visa|09/26|93919.93|Dolar|1
BluePeak Systems|7.38|703-42-4266|589-007-3003x391|Aaron Freeman|fa61e1af-dfee-46ca-942f-99cfed4b0571|3500621987122597|Mastercard|12/28|96924.11|Dolar Canadiense|0.75
GreenWave Inc.|1.33|201-79-7370|+1-212-449-9581x233|Cynthia Johnson|7688ea36-de36-4025-89f7-d67dc7495a11|3563175189767406|Visa|09/27|60150.2|Libra|1.3
NextGen Ventures|10.46|219-31-7944|(404)472-1013x720|Wanda Long|09ecf34c-3ab4-4cf8-8564-899353a18ef1|4983939480445313|UnionPay|06/25|67118.13|Dolar Canadiense|0.75
Visionary Labs|12.21|719-54-6109|108.785.6223x679|Anna Taylor|eeb1d323-f856-4bfb-9315-9c17783b7c30|4258834362822077|Mastercard|03/27|2400.43|Dolar Canadiense|0.75
Skyline Ltd|4.17|473-93-5817|277-812-7368|Stacey Thompson|59c1f5b5-c8d4-4268-8bc2-49b9e55260c4|3514750664760256|American Express|03/29|89820.89|Euro|1.1
NextGen Ventures|9.9|884-16-5557|001-457-923-5584x7401|Katelyn Watson|e6e2fefb-0563-4c94-af4d-b87d67633ad6|3534438251751492|UnionPay|07/26|19640.59|Dolar|1
Skyline Ltd|2.6|684-22-7447|5663915738|Diana Adams|dacab4ac-60be-4fa5-968d-22406089f446|639025457453|Visa|06/26|37021.9|Dolar Canadiense|0.75
TechNova|15.01|861-36-9633|6900900693|Michael Navarro|f1bbeb5d-3a0c-4334-a116-353f88a18355|4677389199530981325|Mastercard|12/28|48364.12|Dolar Canadiense|0.75
Skyline Ltd|8.04|135-92-7753|001-103-665-0358x024|April Barnes|7dcdab99-0317-44a5-9cfb-0662bf19075e|213142058439897|UnionPay|08/27|50379.33|Pesos Argentinos|0.0028
Skyline Ltd|9.28|105-44-4630|360-934-6950|Trevor Rodriguez|c479ab74-676b-4b2f-821f-9432e0e07516|213179230129699|Mastercard|12/25|38701.68|Pesos Argentinos|0.0028
EcoSolutions|13.8|687-26-2390|064-175-6566x53237|Angela Adams|70886856-c119-47e0-a15e-b01f7b5d17f5|2720056950179322|Mastercard|07/27|23731.46|Libra|1.3
EcoSolutions|17.69|564-14-6205|(733)471-2180x324|Destiny Ray|26a0d3b5-47c0-4267-8cd0-665e70f1e63b|378697293159007|Discover|08/28|43124.64|Yen|0.007
GlobalCorp|3.78|505-14-7419|684-697-4002x7593|Debbie Smith|bcb79476-0e7e-46b2-9f45-6b4a1062cc77|36362221875927|Mastercard|02/28|55602.51|Yen|0.007
Apex Solutions|1.58|038-54-5051|874-098-4770x91836|Cassidy Carroll|adaa1c22-e4d5-4e44-953b-8a1a8c99ccb4|2702961992671925|Mastercard|02/25|92399.42|Dolar|1
Visionary Labs|7.93|699-83-1979|285.268.4441|Brent Sanford|4c9cab77-0d38-448f-88ba-dc5c4b82cc37|5226878769264389|UnionPay|12/24|61750.76|Pesos Argentinos|0.0028
Skyline Ltd|16.51|636-90-3914|813.897.9183x044|Alyssa Farrell|2e5b9c74-894a-4c46-912e-eb0980e1f39c|676264951028|Mastercard|03/26|47319.79|Yen|0.007
Apex Solutions|5.43|725-60-2501|+1-754-638-2376|Levi Hardin|29e1ad33-8ab2-4c36-bb38-337df7bd7272|5183998612203318|Visa|04/27|73310.3|Yen|0.007
Apex Solutions|4.47|839-11-8181|001-901-747-9820x050|Timothy Simpson|2ee26a03-296b-4f73-a7f9-177a29a8584e|373552576526460|UnionPay|01/27|65428.95|Dolar|1
EcoSolutions|0.6|750-62-8355|+1-611-513-0935|Laura Jordan|e8393f0c-c24e-45c0-b19c-4e4fc58a05ef|3597946104729436|American Express|03/26|91657.82|Euro|1.1
GreenWave Inc.|10.86|581-80-6207|(217)352-5397|Lance Dorsey|c85c5d20-c9c0-4c0b-b55c-c73d823602a6|6011408012322037|UnionPay|04/25|93428.6|Dolar|1
TechNova|0.88|577-92-9333|632-722-0466|Shawn Warren|842eb45a-cf24-486c-90e2-5557892850d0|4074118172269170|Mastercard|04/29|1543.49|Libra|1.3
GreenWave Inc.|4.48|710-77-2693|702-319-9423x40248|Dennis Harris|852dec46-5f2d-445c-9d7e-487695ec6366|4129758139946|Discover|08/28|5023.01|Dolar Canadiense|0.75
EcoSolutions|9.22|005-66-0819|+1-485-293-9449x230|Alexander Hughes|b423aeda-ca25-4b81-bc10-cd209ced6b8c|4185804550821872154|American Express|02/27|76889.35|Real|0.19
EcoSolutions|13.03|346-26-8383|071.473.1868x4215|Brian Moore|880f701f-79c3-4e93-9d2d-45f8add788b5|377264306423184|UnionPay|07/27|87312.51|Euro|1.1
GlobalCorp|7.02|760-07-1715|001-280-233-6550x659|Jacqueline Glenn|8182ba07-93c2-48de-b276-921e1f8d0128|4683526258701|UnionPay|07/26|93530.26|Euro|1.1
Visionary Labs|9.26|175-12-9014|(423)170-8149x297|Meagan Jenkins|1edb2bb1-525e-4765-8193-9d17a19d2d22|676208335882|Visa|12/26|56891.86|Dolar Canadiense|0.75
NextGen Ventures|16.22|424-92-3194|(950)213-9950x7031|Marissa Washington|34b55be5-426d-4cb7-904e-80c5aebf3a52|30221483368995|Discover|12/25|98924.25|Libra|1.3
Visionary Labs|5.41|313-11-6954|(590)234-2839x1100|Pamela Colon|a7f78233-9169-4f5c-8a54-7a3e67e8b83c|4909941843565|UnionPay|04/26|16076.5|Pesos Argentinos|0.0028
EcoSolutions|18.69|706-37-2528|863-047-2287|Michelle Shaw|79f787a1-83a8-4f19-b3d8-52da889d1d3d|060498559412|Mastercard|12/25|9113.01|Yen|0.007
BluePeak Systems|4.12|721-01-8591|(672)736-2393x495|Vincent Copeland|a4c19d79-639d-49e2-8db0-a09b808ef5ed|3565563293739148|Mastercard|05/25|28061.31|Real|0.19
GlobalCorp|16.26|862-53-2346|166.255.4568x749|Nathan Graves|8e413ed3-2042-4853-83c5-62ae382fe250|4206194987466153|American Express|09/27|9327.03|Real|0.19
Prime Dynamics|4.41|414-39-5470|+1-104-278-6037|Tara Peterson|fc6db672-0b9e-47c2-a64c-b9730e3e41a9|30405294911305|American Express|08/28|47280.51|Yen|0.007
Prime Dynamics|1.75|261-26-3563|+1-333-604-8744x3202|Zoe Cross|3216e663-e575-44ca-9743-6f021c35b62e|180045543025917|UnionPay|07/28|11023.74|Real|0.19
NextGen Ventures|18.77|172-96-6106|7206915259|Katrina Jones|1a955f4b-873b-415c-8b78-3a54c0e52222|3551891688172286|Mastercard|12/27|54674.91|Dolar|1
EcoSolutions|8.65|092-21-6005|318.266.4751x45324|Barbara Randall|b15be0ac-1758-49d7-81be-32d220e8ca5d|576938385514|UnionPay|10/29|75099.91|Euro|1.1
TechNova|8.71|530-93-5736|989.342.6532|David Sellers|963133bb-9116-42aa-bc23-37801f4371ff|341240483552857|Visa|11/25|69153.15|Euro|1.1
Skyline Ltd|13.91|600-46-0911|(386)901-3997x747|Aaron Walters|545d311b-1204-4b80-9f2d-754ec9b36a48|5276658252007290|American Express|11/26|35462.5|Yen|0.007
GlobalCorp|2.19|058-77-4806|723.491.8753x035|Amy Rodriguez|01ad16c0-e409-47fc-90f8-d21f960a9901|4364863947371581939|Visa|05/26|45590.52|Euro|1.1
NextGen Ventures|16.96|703-21-3213|5642711365|Selena Jackson|1fc62646-db1e-45a8-8368-a5e2849da6c5|4369646371957397|Mastercard|01/28|13218.25|Euro|1.1
TechNova|12.31|817-83-0086|198.949.4108x654|Luis Contreras|8813f99e-7fb1-4ca7-932c-50f5d37411c6|343449040011210|UnionPay|05/28|54652.49|Real|0.19
TechNova|19.89|043-67-4899|054.657.2202x5274|Dylan Berry|512c3875-5754-4429-ab4c-d3c2d35dc310|6011571300207895|Mastercard|05/26|35555.33|Dolar|1
TechNova|3.33|071-90-2458|+1-044-152-0936|Kristopher Campbell|c94554a0-db36-4c22-a016-2ada38a6d9e0|30176165007685|Visa|09/28|9211.91|Dolar|1
GlobalCorp|19.76|304-75-5960|+1-487-826-3126x066|Matthew Wilson|4da0de2b-0fae-4828-921a-3425801d6ef0|2234609558156537|Visa|01/26|36867.96|Real|0.19
Apex Solutions|6.86|145-90-8679|001-966-522-7585|Jorge Hensley|4c3090c1-aa8d-4f06-a41c-0130528bc946|4266176000993|Visa|12/27|38016.58|Dolar Canadiense|0.75
GlobalCorp|4.12|147-45-7288|(994)718-5152|Lisa Anderson|9ae53e40-39db-4139-aea6-a478766a5634|3541533878280809|Discover|05/25|83603.17|Libra|1.3
Apex Solutions|18.41|217-34-3764|820.103.5037|Mr. Jacob Parker|778d6312-db74-4bc0-8fdc-be3e658eef83|3502391561422239|Discover|10/29|55600.58|Dolar Canadiense|0.75
NextGen Ventures|11.78|638-93-0024|001-410-927-4465x1230|Connor Banks|a62022bc-6d31-43b2-9d71-1515b356a45a|569959853114|Discover|12/24|21097.44|Real|0.19
BluePeak Systems|14.23|134-15-8766|+1-116-738-8128x45993|Vicki Walton|cf638235-65d3-4bcf-aec4-462850fc45d8|30317484565298|UnionPay|06/28|7441.77|Dolar Canadiense|0.75
EcoSolutions|13.54|170-07-8980|875-740-0321|Vincent Miller|e110d6fd-75ec-46f3-8885-cd149a609286|3518225844648958|Mastercard|11/27|97522.89|Dolar|1
GlobalCorp|12.32|725-17-5279|154-079-8547x22809|Terry Gardner|f91c1ada-72dc-498c-8d9f-d3ecc7122772|343515798589779|Discover|07/27|64385.59|Euro|1.1
Apex Solutions|8.8|756-38-3285|974-148-1067|Howard Wolfe|b80b0d20-253e-4fab-8ff4-c8f80fc008aa|3547131809299420|Visa|11/28|74615.24|Dolar Canadiense|0.75
TechNova|5.66|709-41-0142|697.719.8312|Jacob Mathis|51758418-9228-4b60-ad2e-d579239dfb9d|36517916320196|Mastercard|10/27|94405.56|Real|0.19
NextGen Ventures|2.76|748-15-4214|001-335-611-8482|Victoria Neal|cf2d2edc-d0f7-4cbf-9360-9102b0a9c1f2|4890309148211|Discover|06/25|94950.63|Yen|0.007
BluePeak Systems|3.07|082-25-4074|764-205-4566x446|Angela Crane|f662b2e1-aec7-4530-96b9-70c5699b4fad|6011412309944685|UnionPay|07/27|34989.41|Dolar Canadiense|0.75
Visionary Labs|2.25|751-04-9967|+1-474-439-1413|Shannon Bond|13888c2d-dde2-4549-a47e-1c41ee070528|3517502004666801|Visa|10/26|52227.24|Pesos Argentinos|0.0028
Apex Solutions|2.1|477-70-1218|996-481-8930|Holly Gibbs|1634b4cb-ce62-471b-bb66-04c20fb7212f|3599295632691942|Discover|01/28|91985.3|Pesos Argentinos|0.0028
BluePeak Systems|5.04|240-46-3314|+1-336-797-4398|Susan Johnson|1d0a239a-4f8f-430a-b5cc-9f662e03812e|4983608741248|Visa|07/29|13338.09|Euro|1.1
Apex Solutions|14.64|744-72-1919|+1-978-353-6825|Tammy Marshall|27dfb58f-9e26-4105-99c3-6f30f3b6c188|4673083175925423|Visa|08/29|49602.63|Libra|1.3
Skyline Ltd|13.27|452-31-3253|(773)073-6321x07658|Frank Stephens|f977ce97-2c61-4333-aeb2-bcf4f30adb84|4811738041732757|American Express|11/24|50864.14|Libra|1.3
Visionary Labs|12.21|447-60-9264|313.995.5285x9944|Tabitha Rubio|565b0234-114c-4d93-aa89-f5b995469d69|3500953749550660|American Express|02/27|16521.52|Dolar Canadiense|0.75
GreenWave Inc.|2.08|740-93-1092|008-026-2077|David Rivera|cbcb55ab-d718-453f-a069-81d5147e4214|3550206530060996|Visa|10/26|75407.98|Pesos Argentinos|0.0028
TechNova|9.2|266-08-9942|610.874.9073x5353|James Garza|6f798b94-af30-49cd-aa63-abd2250f3ed7|2391912027987519|American Express|02/27|74562.09|Libra|1.3
BluePeak Systems|14.34|373-54-0855|(045)052-7661x834|Carol Stevens|e797a60b-e770-48f7-ac9c-20177e6a1d7a|4615723507132310|Discover|10/29|20344.13|Real|0.19
Visionary Labs|12.96|246-76-3495|4892665897|Adam Williams|32272f06-01fb-4c73-8ca2-0de394626991|4076027914922251|Mastercard|09/27|88419.47|Dolar Canadiense|0.75
BluePeak Systems|4.15|379-72-5150|001-819-789-5870x8577|Kim Walker|17daeb41-3a3d-4341-b4a9-246ab5e4a655|4853287998452|American Express|11/25|74749.86|Libra|1.3
TechNova|9.56|166-12-6353|001-362-721-5201x99572|Greg Williams|7cb8074d-1990-4f00-91e7-299f185dc3e3|6011999229424178|UnionPay|07/26|36953.59|Yen|0.007
GlobalCorp|19.07|299-52-6628|784.488.6090x85697|Larry Martinez|7fe6d51f-d16e-40de-9e72-b4482f05dfa7|583337997428|Discover|11/27|59859.94|Pesos Argentinos|0.0028
EcoSolutions|19.11|580-73-5860|837-171-7055x573|Michele Ibarra|3aeaeccb-587b-48b8-9956-cda6e3298af1|4095128146684060|Mastercard|07/29|31598.65|Pesos Argentinos|0.0028
GlobalCorp|2.53|328-81-5055|972.535.9031x853|Jennifer Smith|dff11dfc-07cd-4ddf-b039-c10caf7d0978|180004549713851|American Express|06/29|46783.61|Euro|1.1
TechNova|2.88|518-66-2343|710-935-4299|Abigail Jones|94145986-c734-4259-8083-a74d62997bc4|180036400255721|Mastercard|09/27|74315.64|Euro|1.1
EcoSolutions|19.15|581-02-3171|278-130-7146x12789|Jesse Serrano|e61e8f72-01a0-4168-b50b-16691c4b75b1|30350946020131|UnionPay|05/28|35352.66|Pesos Argentinos|0.0028
Prime Dynamics|14.73|564-50-3773|030-280-2446|Robert Jones|414aec36-685b-4dd7-b23a-7cefcdd3b3c4|6011187547446434|Discover|12/28|36888.75|Libra|1.3
GreenWave Inc.|17.71|071-13-7848|+1-760-683-5048x62218|Amanda Edwards|35532828-1b03-4f08-8639-9ad569f43f04|3573827170521394|UnionPay|03/28|11578.27|Yen|0.007
BluePeak Systems|10.46|004-43-8023|(865)468-6150x0135|Amber Martinez|d51e1dd6-1fda-44fd-a855-04490618ae4e|6011087888038107|UnionPay|03/29|35624.9|Pesos Argentinos|0.0028
Prime Dynamics|3.23|223-32-9807|001-305-336-5955x1525|William Golden|3c0db4e1-5a5d-4109-9693-1c714364841e|579603233134|American Express|10/29|36984.06|Real|0.19
Visionary Labs|5.28|261-03-8469|181-572-9454|Deborah Flynn|9f1a0bc7-22fc-4040-9659-54b2be902bc2|3592435322045226|UnionPay|01/27|77971.96|Dolar Canadiense|0.75
NextGen Ventures|15.34|279-23-9171|062-388-2749x8287|Gregory Brown|17e7dabc-2db9-406f-8914-7c8847476816|3564050185042196|Mastercard|04/26|5819.5|Dolar|1
GreenWave Inc.|14.83|830-50-9304|001-152-234-8801x17762|Erik Russell|6d421c6a-22b3-40f1-a09a-a96d9fa27386|4245104304067900|Discover|01/25|56794.01|Libra|1.3
Apex Solutions|14.63|703-70-4066|001-257-526-2710x73928|Jordan Clarke|55b0ed9f-4b3e-45db-8e18-35b958a1001f|4972606441901|Discover|02/26|59019.88|Real|0.19
BluePeak Systems|9.28|005-53-6008|(466)266-9266x6738|Vanessa Li|ec639a3a-63ad-47ab-9e06-dec21a48baef|676324423331|Visa|04/29|63580.94|Dolar Canadiense|0.75
Visionary Labs|7.75|887-19-7579|045.914.2219|Oscar Brown|b31368b5-f439-4692-bf93-29b630caf814|2228776523082151|Visa|05/29|64125.67|Yen|0.007
TechNova|18.59|174-79-0688|+1-193-561-0531x7588|Abigail Bowman|34c3fe82-7ffd-4f85-9ce0-23aa96038992|4272402214689474|Discover|04/27|91141.39|Dolar|1
GreenWave Inc.|7.55|621-66-6177|352.203.0747x3260|Kristopher Martinez|1da5a73b-32e6-4ef6-80a9-c489c5dbcac9|30597854137485|Visa|09/29|18652.88|Dolar|1
Apex Solutions|5.87|443-47-9926|001-563-149-0009|Gilbert Todd|93247128-f7a6-4759-a816-82921285dc40|342846144510065|Mastercard|02/27|48735.55|Yen|0.007
Apex Solutions|14.5|525-15-5191|(500)593-1535|Dale Bishop|44e74c3a-5556-4aed-9829-3ba60a749bb8|4196820451096|Discover|06/25|45147.52|Pesos Argentinos|0.0028
NextGen Ventures|5.32|189-74-5751|602.937.5176x678|Pamela Walker|6db61b69-0d8f-4040-83ac-06178a1fa417|3536415904518484|American Express|03/26|26872.05|Libra|1.3
Visionary Labs|12.0|854-80-0046|1043722608|Shawn Black|0c6cfce7-7be9-4953-b9f5-663b85ebfdf1|639018046321|Discover|02/27|48299.37|Real|0.19
NextGen Ventures|13.93|838-95-1949|(024)037-5687x765|Todd Lopez|ceffff26-0d76-47ee-acc2-6c3d85dbae24|36854453852467|Discover|01/28|21071.31|Euro|1.1
Apex Solutions|19.94|806-51-4144|(158)748-6396|Nathaniel Young|8c1d2828-2514-447c-bb10-268343bc012f|4443654664586744930|Mastercard|01/27|45040.9|Dolar Canadiense|0.75
EcoSolutions|2.3|507-74-1483|222.984.6256x659|Michael Hicks|f3ca7f9e-71f3-4a8c-a493-1931c05ea1ea|3544444703090495|Discover|07/26|54936.27|Real|0.19
TechNova|4.47|896-73-7489|614.684.2653|Lori Hull|ce244d04-de37-49b6-a2dd-6e92230bab73|213155693335486|Visa|12/27|8155.1|Pesos Argentinos|0.0028
GlobalCorp|15.75|873-96-3246|001-167-398-6683x50166|Joann Ramirez|b6326afa-455b-455b-93dc-a77a06d121a3|3563128777360183|UnionPay|04/26|98978.0|Yen|0.007
NextGen Ventures|11.04|135-69-0521|299-837-1544x657|Erica Murphy|96124716-020c-4103-9956-65f23085aff8|6549521276120268|Visa|08/26|80921.95|Dolar Canadiense|0.75
BluePeak Systems|4.36|642-17-8290|6044938536|Janice Pollard|fc4fac9d-2108-450b-84ef-46779d1562f9|36119886969225|American Express|09/25|32099.09|Real|0.19
BluePeak Systems|4.61|643-53-3797|001-648-472-6252x1706|Melinda Houston|530d67b5-1523-457c-abd7-f83302d9085e|30437275221883|Discover|11/27|24997.95|Yen|0.007
EcoSolutions|7.22|101-80-1978|+1-049-005-2500x017|Dr. James Kirby PhD|a54d49cb-477a-48d3-b34e-88996817e7f4|3573447838091829|American Express|01/29|54121.32|Libra|1.3
GreenWave Inc.|2.7|391-64-8438|155.596.2511x50477|Kristin Garcia|ae7e3750-3304-46c9-9a11-e91c56b9fcb3|4282046302053675688|American Express|01/26|2709.74|Real|0.19
Prime Dynamics|3.97|455-28-2826|099-467-7802|Jenny Benton|ea55cb7a-9e30-49f7-9a83-f47043d2900f|4915971712095296|Discover|07/29|35910.34|Euro|1.1
EcoSolutions|8.51|137-86-0430|+1-081-336-3760x13101|Tina Hopkins|4048e350-df5c-4100-ae7b-c866ebfa4011|3534871652687388|Visa|12/26|62382.62|Dolar Canadiense|0.75
Prime Dynamics|6.56|569-78-0229|(145)426-6244|Phyllis Wong|d56170ff-16fc-40b7-aeac-1a9bd79d7a3e|348153011234992|American Express|05/27|9235.52|Real|0.19
BluePeak Systems|4.59|896-33-7224|531-454-5008x95377|Molly Carter|3db94ea3-01dd-436d-b7d3-58e681c4c132|370530055554529|Visa|03/27|30569.12|Dolar|1
GlobalCorp|5.53|624-20-2764|551-682-7412|George Morales|f19d1189-5e87-4d84-8282-237e0bc8ed02|30016572730646|UnionPay|12/27|84603.14|Dolar|1
NextGen Ventures|3.25|010-41-4362|001-665-268-8790x260|Jeffrey Cole|506dab79-624e-4732-a891-738d973a1a69|4673553164328|American Express|06/28|86736.24|Libra|1.3
EcoSolutions|14.56|209-77-2750|(189)060-3768x043|Christopher Williams|da2cfa00-d327-440f-bb53-c2f752003bed|4239483988616481|American Express|07/25|84065.39|Dolar Canadiense|0.75
